arr,desc,full_desc,img,price,price_surf,rooms_num,surface
3,location Appartement 2 pièces Paris 3ème,"Rue du Temple, à 20 mètres de la rue de Bretagne / square...",http://f.visuels.poliris.com/c175/f/3/c/1/f3c10a30-4376.jpg,1700,30.9090909091,2.0,55.0
12,location Appartement 4 pièces Paris 12ème,Métro bastille 57 rue de lyon dans bel immeuble 1880 en pierres de taille...,http://d.visuels.poliris.com/c175/d/b/f/a/dbfae2c9-38fb.jpg,2500,25.2525252525,4.0,99.0
5,location Appartement 1 pièce Paris 5ème,"Dans un bel immeuble 18ÈME sur cour avec digicode et interphone, rue Saint...",http://d.visuels.poliris.com/c175/d/5/8/3/d583c7a8-4572.jpg,1100,36.6666666667,1.0,30.0
15,location Appartement 2 pièces Paris 15ème,Appartement meublé très calme et lumineux en 2 pièces de...,http://0.visuels.poliris.com/c175/0/c/1/d/0c1d5579-3af4.jpg,1500,42.8571428571,2.0,35.0
1,location Appartement 4 pièces Paris 1er,Place André Malraux - Métro Palais Royal - Dans un bel...,http://8.visuels.poliris.com/c175/8/b/d/5/8bd5c565-3a1c.jpg,3230,29.9074074074,4.0,108.0
3,location Appartement 2 pièces Paris 3ème,"À 2 min de Place des Vosges. Au 3ème étage sans ascenseur, un appartement...",http://8.visuels.poliris.com/c175/8/2/3/8/823876df-401c.jpg,1687,33.0784313725,2.0,51.0
7,location Appartement 2 pièces Paris 7ème,"PROCHE PLACE DE BRETEUIL: dans bon immeuble pierre de taille, 2 pièces entièrement...",http://f.visuels.poliris.com/c250/f/9/f/0/f9f094c6-7cc0.jpg,1488,33.8181818182,2.0,44.0
13,location Appartement 2 pièces Paris 13ème,75013 Paris maison blanche rue caillot immeuble ancien 1 étage s ascenseur...,http://c.visuels.poliris.com/c175/c/3/5/b/c35bbf5e-1ab6.jpg,1187,21.5818181818,2.0,55.0
11,location Appartement 1 pièce Paris 11ème,Paris 11ème métro charonne studio de 15m² meuble tt confort immeuble...,http://c.visuels.poliris.com/c175/c/3/5/b/c35bbf5e-1ab6.jpg,700,46.6666666667,1.0,15.0
5,location Appartement 2 pièces Paris 5ème,Appartement meublé de 35m² en deux pièces entièrement...,http://8.visuels.poliris.com/c175/8/3/c/a/83ca9766-4311.jpg,1500,42.8571428571,2.0,35.0
1,location Appartement 4 pièces Paris 1er,Métros Pont neuf ou Châtelet - Au 2ème étage avec ascenseur d'un immeuble...,http://3.visuels.poliris.com/c175/3/c/e/7/3ce797d5-360c.jpg,3583,28.4365079365,4.0,126.0
17,location Appartement 4 pièces Paris 17ème,"Étoile / Ternes
Au premier étage avec ascenseur d'un immeuble haussmannien,...",http://5.visuels.poliris.com/c175/5/6/c/b/56cb9d60-38c9.jpg,3750,35.7142857143,4.0,105.0
17,location Appartement 1 pièce Paris 17ème,A PROXIMITÉ DE LA GARE PONT CARDINET - RUE DE ROME. Dans un immeuble...,http://2.visuels.poliris.com/c175/2/9/9/c/299ca424-2408.jpg,670,31.9047619048,1.0,21.0
3,location Appartement 1 pièce Paris 3ème,Studio meublé - cuisine séparée équipée - Salle d'eau - WC -...,http://6.visuels.poliris.com/c175/6/4/5/a/645a1513-3acc.jpg,950,39.5833333333,1.0,24.0
5,location Appartement 1 pièce Paris 5ème,"En plein quartier Mouffetard, beau Studio refait à neuf au 4e étage sans...",,790,43.8888888889,1.0,18.0
5,location Appartement 2 pièces Paris 5ème,"Appartement meublé rénové de 40 m², au 4ème étage d'un...",http://4.visuels.poliris.com/c175/4/9/4/2/4942b706-36cf.jpg,1400,35.0,2.0,40.0
16,location Appartement 4 pièces Paris 16ème,FAISANDERIE/FLANDRIN. A louer en exclusivité dans immeuble de standing avec...,http://3.visuels.poliris.com/c250/3/1/9/5/319597eb-30bd.jpg,3140,26.1666666667,4.0,120.0
15,location Appartement 2 pièces Paris 15ème,"Bel appartement meublé en 2 pièces de 29 m², intégralement...",http://0.visuels.poliris.com/c175/0/6/1/d/061d911b-2ec3.jpg,1350,46.5517241379,2.0,29.0
12,location Appartement 2 pièces Paris 12ème,"Métro picpus, Paris 12ème, dans un bel immeuble et bien entretenu avec...",http://7.visuels.poliris.com/c175/7/a/7/3/7a730c1e-2744.jpg,1300,18.8405797101,2.0,69.0
13,location Appartement 3 pièces Paris 13ème,"Place d'Italie - Dans bel immeuble récent avec gardien,...",http://5.visuels.poliris.com/c175/5/6/e/2/56e2a2ac-4570.jpg,1690,21.9480519481,3.0,77.0
20,location Appartement 2 pièces Paris 20ème,"GAMBETTA, situé rue Stendhal, un appartement 2 pièces au...",http://f.visuels.poliris.com/c175/f/2/6/5/f2650189-4cb9.jpg,955,36.7307692308,2.0,26.0
17,location Appartement 3 pièces Paris 17ème,Paris 17 - Batignolles - rue Truffaut Très beau duplex 90m². Au 1er étage:...,http://7.visuels.poliris.com/c175/7/e/3/f/7e3f8f42-485f.jpg,2739,30.4333333333,3.0,90.0
14,location Appartement 2 pièces Paris 14ème,Bel appartement meublé de 42m² situé au 7ème étage d'un...,http://f.visuels.poliris.com/c175/f/c/4/e/fc4e90e7-458c.jpg,1335,31.7857142857,2.0,42.0
11,location Appartement 4 pièces Paris 11ème,"Rendez vous 25, boulevard Voltaire lundi 25 janvier à 9H...",http://dyn.visuels.poliris.com/logosAgences/std/1/1031.png,1693,24.5362318841,4.0,69.0
10,location Appartement 2 pièces Paris 10ème,"Metro Goncourt, rue Saint Maur, au 3ème étage d'un immeuble...",http://1.visuels.poliris.com/c175/1/c/0/c/1c0c7200-3e4e.jpg,1400,35.0,2.0,40.0
16,location Appartement 2 pièces Paris 16ème,Avenue foch dans un immeuble exceptionnel coup de coeur pour ce superbe...,http://f.visuels.poliris.com/c175/f/f/8/c/ff8c34c9-471e.jpg,2000,44.4444444444,2.0,45.0
13,location Appartement 3 pièces Paris 13ème,"Tolbiac - Dans immeuble récent avec gardien et ascenseur,...",http://e.visuels.poliris.com/c175/e/2/7/9/e279ab1f-4290.jpg,1510,22.8787878788,3.0,66.0
16,location Appartement 1 pièce Paris 16ème,"Paris XVI - Rue Boileau 
Dans un très bon immeuble récent, au 1er étage...",http://b.visuels.poliris.com/c175/b/5/0/1/b501f61c-3384.jpg,890,29.6666666667,1.0,30.0
15,location Appartement 1 pièce Paris 15ème,** Rue de l'Abbé Groult - 75015 Paris ** Au deuxième étage...,http://c.visuels.poliris.com/c175/c/0/a/9/c0a94bfc-3379.jpg,730,29.2,1.0,25.0
12,location Appartement 2 pièces Paris 12ème,BERCY-DUGOMIER. Dans immeuble de charme donnant sur très vaste cour pavée...,,1100,39.2857142857,2.0,28.0
14,location Appartement 1 pièce Paris 14ème,75014 Paris - Location meublée pour étudiant avec caution...,http://6.visuels.poliris.com/c175/6/c/f/0/6cf0bcb8-3fb4.jpg,363,33.0,1.0,11.0
16,location Appartement 3 pièces Paris 16ème,"Rue Claude Lorrain, 16ème, métro Exelmans, dans un immeuble moderne, au...",http://f.visuels.poliris.com/c175/f/c/e/a/fceac396-3795.jpg,2920,36.5,3.0,80.0
15,location Appartement 3 pièces Paris 15ème,"Rue Lourmel, 15ème, métro Charles Michel/ Félix Faure, un appartement vide...",http://3.visuels.poliris.com/c175/3/c/f/3/3cf3af6c-4e50.jpg,1550,30.3921568627,3.0,51.0
9,location Appartement 1 pièce Paris 9ème,"Grand studio situé rue Meyerbeer, dans le 9ème...",http://8.visuels.poliris.com/c175/8/2/4/1/8241a931-3d6a.jpg,1500,42.8571428571,1.0,35.0
6,location Appartement 4 pièces Paris 6ème,"Rue de Fleurus, à deux pas du jardin du Luxembourg, dans un bel immeuble...",http://4.visuels.poliris.com/c175/4/e/1/2/4e12e8f6-6543.jpg,2150,34.126984127,4.0,63.0
8,location Appartement 1 pièce Paris 8ème,"Métro Courcelles, Boulevard de Courcelles, un studio libre...",http://dyn.visuels.poliris.com/logosAgences/std/6/2536.png,950,22.619047619,1.0,42.0
20,location Appartement 3 pièces Paris 20ème,"Parc de Belleville, couronnes, appartement 2 pièces, dans...",http://6.visuels.poliris.com/c175/6/d/5/f/6d5f51e4-2812.jpg,1150,26.1363636364,3.0,44.0
12,location Appartement 1 pièce Paris 12ème,Proche place d'Aligre - Studio de 25m² en excellent état comprenant une...,http://a.visuels.poliris.com/c175/a/b/a/c/abacb117-25c4.jpg,761,30.44,1.0,25.0
16,location Appartement 3 pièces Paris 16ème,"Rue Lesueur, Dans un superbe immeuble Art Déco de très grand standing, au...",http://0.visuels.poliris.com/c175/0/f/1/7/0f17a151-4363.jpg,1440,32.0,3.0,45.0
16,location Appartement 4 pièces Paris 16ème,"Porte de la Muette 
Au 9ème étage avec ascenseur d'un immeuble récent, un...",http://c.visuels.poliris.com/c175/c/f/a/2/cfa2c134-4980.jpg,3400,32.6923076923,4.0,104.0
12,location Appartement 2 pièces Paris 12ème,"A proximité de la place Daumesnil, proche de tous commerces, à deux pas de...",http://7.visuels.poliris.com/c175/7/4/1/9/7419480c-5ffa.jpg,1300,29.5454545455,2.0,44.0
10,location Appartement 3 pièces Paris 10ème,"Place de la République, dans un bel immeuble ancien,...",http://3.visuels.poliris.com/c175/3/1/5/d/315d6de2-52ab.jpg,2000,25.974025974,3.0,77.0
20,location Appartement 1 pièce Paris 20ème,"Ménilmontant - Sur grande cour, au 3ème étage d'une...",http://8.visuels.poliris.com/c175/8/5/e/d/85ed1352-4244.jpg,750,10.4166666667,1.0,72.0
12,location Appartement 3 pièces Paris 12ème,La Tour Immo vous propose une appartement meublé de type 3...,http://5.visuels.poliris.com/c175/5/a/b/3/5ab3351f-3be5.jpg,1600,30.7692307692,3.0,52.0
7,location Appartement 2 pièces Paris 7ème,"Dans un bel immeuble ancien de 1750, charmant appartement de 2 Pièces de...",http://f.visuels.poliris.com/c175/f/5/2/7/f52738c7-3cfa.jpg,1200,40.0,2.0,30.0
3,location Appartement 2 pièces Paris 3ème,Deux pièces sur cour Paris 3ème - Rue des Tournelles - Au 1er étage d'un...,http://3.visuels.poliris.com/c175/3/6/c/4/36c47bac-72cc.jpg,1420,40.5714285714,2.0,35.0
3,location Appartement 1 pièce Paris 3ème,Studio avec vue dégagée Paris 3ème - Rue des Tournelles - Au 4ème étage...,http://3.visuels.poliris.com/c175/3/6/c/4/36c47bac-72cc.jpg,1117,44.68,1.0,25.0
16,location Appartement 4 pièces Paris 16ème,"SUR L'AVENUE FOCH, produit d'exception, à 3min du métro et...",,3950,22.5714285714,4.0,175.0
9,location Appartement 2 pièces Paris 9ème,"Rue de Maubeuge (proche rue de Chantilly), très bel...",http://a.visuels.poliris.com/c175/a/4/a/7/a4a7706e-3188.jpg,900,36.0,2.0,25.0
16,location Appartement 1 pièce Paris 16ème,"En Rez-de-jardin, studio meublé de 22m² comprenant pièce principale, salle...",http://9.visuels.poliris.com/c175/9/8/e/9/98e94848-701d.jpg,834,37.9090909091,1.0,22.0
16,location Appartement 5 pièces Paris 16ème,"Rue Lauriston/ Trocadéro
Au 5ème étage avec ascenseur d'un immeuble pierre de taille, un appartement meublé traversant composé d'une entrée, double living/...",http://8.visuels.poliris.com/c250/8/a/5/a/8a5a9155-3f07.jpg,4500,32.1428571429,5.0,140.0
16,location Appartement 5 pièces Paris 16ème,"Rue de la Pompe
A proximité immédiate de Janson de Sailly, appartement familial au 3ème étage avec ascenseur.
Entrée, double living, bureau, salle à...",http://e.visuels.poliris.com/c250/e/a/a/8/eaa8963f-3986.jpg,4730,28.4939759036,5.0,166.0
16,location Appartement 1 pièce Paris 16ème,Rue Octave Feuillet à deux pas de la faculté Dauphine et du RER C Flandrin...,http://a.visuels.poliris.com/c175/a/f/a/0/afa07876-309c.jpg,800,40.0,1.0,20.0
6,location Appartement 2 pièces Paris 6ème,Métro Odéon. Théâtre de L'Odéon. Rue Casimir Delavigne...,http://e.visuels.poliris.com/c175/e/0/0/a/e00a1f80-5f8f.jpg,1200,34.2857142857,2.0,35.0
16,location Appartement 2 pièces Paris 16ème,Métro Passy. A deux pas du Champs de Mars Appartement de deux pièces de...,http://0.visuels.poliris.com/c175/0/6/e/9/06e9cc8a-45ee.jpg,1650,31.1320754717,2.0,53.0
3,location Appartement 2 pièces Paris 3ème,Paris III SECTEUR PLACE THORIGNY EXCEPTIONNEL PIED A TERRE...,http://7.visuels.poliris.com/c175/7/a/5/a/7a5a051c-67a4.jpg,1250,44.6428571429,2.0,28.0
4,location Appartement 1 pièce Paris 4ème,Paris IV RUE DES FRANCS BOURGEOIS EXCLUSIVITÉ Dans un...,http://e.visuels.poliris.com/c175/e/4/3/a/e43a45f0-4b7a.jpg,1050,42.0,1.0,25.0
13,location Appartement 2 pièces Paris 13ème,Paris XIIIè - Jeanne d'Arc - Proche Place d'Italie: dans résidence récente...,http://f.visuels.poliris.com/c175/f/e/2/d/fe2d258a-3d96.jpg,1339,17.8533333333,2.0,75.0
16,location Appartement 2 pièces Paris 16ème,"A louer, Paris 16, Quartier Exelmans, dans une rue calme, un appartement...",http://e.visuels.poliris.com/c175/e/0/b/6/e0b6f3c2-3da0.jpg,1110,12.7586206897,2.0,87.0
15,location Appartement 2 pièces Paris 15ème,Porte de Versailles Beau deux pièces ouverte de 34 m² au 5ème étage sans...,http://3.visuels.poliris.com/c175/3/6/5/e/365eac1d-2d0b.jpg,987,29.0294117647,2.0,34.0
15,location Appartement 3 pièces Paris 15ème,"Rue du Hameau dans le 15e, appartement de 56m², 3 pièces, 2 chambres,...",http://6.visuels.poliris.com/c175/6/a/4/b/6a4b2ad7-13d8.jpg,1435,25.625,3.0,56.0
18,location Appartement 1 pièce Paris 18ème,Grand studio meublé de 30m² situé rue Durantin en plein coeur de...,http://3.visuels.poliris.com/c175/3/7/a/8/37a8da74-3989.jpg,1150,15.7534246575,1.0,73.0
16,location Appartement 1 pièce Paris 16ème,Charmante studette meublée au 6ème étage avec ascenseur...,http://dyn.visuels.poliris.com/logosAgences/std/7/36777.png,810,45.0,1.0,18.0
11,location Appartement 2 pièces Paris 11ème,"Dans un immeuble Pierre de taille, au 5ème étage sans ascenseur, 2 pièces...",,935,30.1612903226,2.0,31.0
11,location Appartement 2 pièces Paris 11ème,"A deux pas du Métro Faidherbe Chaligny, dans un quartier...",http://7.visuels.poliris.com/c175/7/5/c/4/75c4a213-6ac6.jpg,1370,34.25,2.0,40.0
7,location Appartement 3 pièces Paris 7ème,"Paris GTB vous propose proche Métro LATOUR MAUBOURG, dans...",http://5.visuels.poliris.com/c175/5/9/3/8/59389d2f-377e.jpg,1893,22.5357142857,3.0,84.0
12,location Appartement 4 pièces Paris 12ème,Gare de Lyon - Dans un immeuble en pierre de taille de bonne facture nous...,http://2.visuels.poliris.com/c175/2/0/6/e/206e1613-38ab.jpg,2105,25.6707317073,4.0,82.0
5,location Appartement 1 pièce Paris 5ème,STUDIO 17 M² SECTORISÉ HENRI IV !! Typiquement le studio idéal pour un...,http://4.visuels.poliris.com/c175/4/9/d/5/49d59888-3aeb.jpg,800,47.0588235294,1.0,17.0
5,location Appartement 2 pièces Paris 5ème,"Appartement meublé de deux pièces, esprit loft, en rez-de-chaussée,...",http://1.visuels.poliris.com/c175/1/6/2/3/16232b52-483b.jpg,1300,26.0,2.0,50.0
20,location Appartement 2 pièces Paris 20ème,PORTE DE BAGNOLET. A proximité du quartier commerçant de la...,http://e.visuels.poliris.com/c175/e/4/9/7/e4976519-4e11.jpg,1237,25.7708333333,2.0,48.0
15,location Appartement 2 pièces Paris 15ème,,http://9.visuels.poliris.com/c175/9/f/2/4/9f249eaf-30b3.jpg,2500,35.7142857143,2.0,70.0
20,location Appartement 2 pièces Paris 20ème,"Dans bon immeuble, au 5ème étage sans ascenseur,
appartement 2 pièces en...",http://9.visuels.poliris.com/c175/9/8/a/d/98ad7576-2318.jpg,1053,25.0714285714,2.0,42.0
11,location Appartement 2 pièces Paris 11ème,"Rue Faidherbe, dans immeuble récent, au 6ème étage avec...",http://1.visuels.poliris.com/c175/1/9/3/9/1939e873-4b8c.jpg,1545,25.75,2.0,60.0
17,location Appartement 3 pièces Paris 17ème,FAURIE IMMOBILIER -Paris17ème - Proche Levallois. Dans une rue au calme (...,http://f.visuels.poliris.com/c175/f/2/d/5/f2d5cd58-2c5f.jpg,1860,26.9565217391,3.0,69.0
6,location Appartement 1 pièce Paris 6ème,Joli studio de 30m² situé au 2ème étage d'un immeuble du 6ème...,http://b.visuels.poliris.com/c175/b/4/9/9/b49953ed-5298.jpg,1500,50.0,1.0,30.0
15,location Appartement 2 pièces Paris 15ème,"Métro: CONVENTION/PORTE DE VERSAILLES 
Situé: Rue Olivier de Serres...",,1060,28.6486486486,2.0,37.0
10,location Appartement 2 pièces Paris 10ème,"Un appartement de deux pièces en très bon état, proche des...",http://9.visuels.poliris.com/c175/9/9/e/1/99e1e6ce-232f.jpg,1077,25.6428571429,2.0,42.0
16,location Appartement 3 pièces Paris 16ème,Rue de Varize: une adresse. Idéalement situé. Métro...,http://e.visuels.poliris.com/c175/e/5/b/c/e5bc8197-38b7.jpg,1775,25.3571428571,3.0,70.0
16,location Appartement 3 pièces Paris 16ème,Rue de Varize: une adresse. Idéalement situé. Métro...,http://dyn.visuels.poliris.com/logosAgences/std/1/1031.png,1775,25.3571428571,3.0,70.0
16,location Appartement 3 pièces Paris 16ème,Une adresse: boulevard André Maurois. Métro Porte Maillot...,http://7.visuels.poliris.com/c175/7/1/2/4/7124ec23-34f5.jpg,2066,22.2150537634,3.0,93.0
14,location Appartement 2 pièces Paris 14ème,Quartier Montparnasse - Au calme avec VUE SUR LES JARDINS...,http://c.visuels.poliris.com/c175/c/3/f/6/c3f6645e-4e50.jpg,1600,30.7692307692,2.0,52.0
4,location Appartement 1 pièce Paris 4ème,Studio meublé haut de gamme intégralement refait à neuf de...,http://1.visuels.poliris.com/c175/1/f/1/3/1f13697e-3d6d.jpg,1350,54.0,1.0,25.0
6,location Appartement 2 pièces Paris 6ème,"Location meublée: Dans un bel immeuble ancien, charmant 2 pièces meublé de...",http://7.visuels.poliris.com/c175/7/0/1/4/701498e6-424f.jpg,1850,52.8571428571,2.0,35.0
1,location Appartement 1 pièce Paris 1er,STUDIO refait à neuf situé au 6ème et dernier étage avec...,http://c.visuels.poliris.com/c175/c/a/f/8/caf84734-27c2.jpg,1075,17.0634920635,1.0,63.0
16,location Appartement 2 pièces Paris 16ème,"Métro Exelmans. Appartement de 2 pièces offrant un beau séjour de 23 m²,...",http://a.visuels.poliris.com/c175/a/6/3/0/a630db02-3582.jpg,1300,26.5306122449,2.0,49.0
9,location Appartement 2 pièces Paris 9ème,"Saint Georges Dans immeuble ancien, au 4ème étage, 2 pièces de 34,39m²...",http://a.visuels.poliris.com/c175/a/2/8/c/a28c38c6-4077.jpg,1100,31.4285714286,2.0,35.0
7,location Appartement 6 pièces Paris 7ème,Rue de Villersexel. Bel immeuble 1900 en pierre de taille. 2ème étage avec...,http://5.visuels.poliris.com/c175/5/6/7/d/567d58b5-3808.jpg,4990,25.5897435897,6.0,195.0
19,location Appartement 2 pièces Paris 19ème,"Cité de la Musique, dans un immeuble de standing, au 11ème...",http://9.visuels.poliris.com/c175/9/e/e/5/9ee56efd-407d.jpg,950,22.619047619,2.0,42.0
14,location Appartement 1 pièce Paris 14ème,Rendez vous 7 rue Baillou vendredi 22 janvier à 17H...,http://dyn.visuels.poliris.com/logosAgences/std/1/1031.png,630,28.6363636364,1.0,22.0
9,location Appartement 6 pièces Paris 9ème,"Dans bel immeuble ancien, au 4ème étage avec ascenseur,...",http://6.visuels.poliris.com/c175/6/c/9/c/6c9cd526-30d6.jpg,3711,23.9419354839,6.0,155.0
7,location Appartement 2 pièces Paris 7ème,M°Duroc- Rue du Gal Bertrand- dans immeuble ancien-2 pièces en rezdz...,http://4.visuels.poliris.com/c175/4/8/8/0/4880aa16-9713.jpg,950,38.0,2.0,25.0
2,location Appartement 1 pièce Paris 2ème,"Paris 2ème - Rue de Tracy
Dans un immeuble entièrement...",http://0.visuels.poliris.com/c175/0/2/6/8/0268860a-1a0a.jpg,995,30.1515151515,1.0,33.0
2,location Appartement 1 pièce Paris 2ème,"Proche de tous commerces et transports, un agréable studio traversant...",http://a.visuels.poliris.com/c175/a/e/f/d/aefd6e52-5071.jpg,1155,36.09375,1.0,32.0
15,location Appartement 2 pièces Paris 15ème,"RUE DE CRONSTADT / CONVENTION A proximité du parc Georges Brassens, dans...",http://5.visuels.poliris.com/c175/5/7/b/7/57b717b1-5c27.jpg,1390,29.5744680851,2.0,47.0
15,location Appartement 4 pièces Paris 15ème,"Au pied du métro Volontaires, un appartement 5 pièces de 100 m² situé au...",http://2.visuels.poliris.com/c175/2/b/2/2/2b2294e6-301c.jpg,2355,23.55,4.0,100.0
13,location Appartement 2 pièces Paris 13ème,"Au pied du métro ou RER Bibliothèque F. Mitterrand 
LIBRE...",http://e.visuels.poliris.com/c175/e/b/5/4/eb54d669-5221.jpg,1650,26.6129032258,2.0,62.0
15,location Appartement 2 pièces Paris 15ème,"Paris 15ème Convention.
Dans un immeuble neuf de standing, au 4ème étage avec ascenseur, 2 pièces composé d'un double living, cuisine indépendante,...",http://6.visuels.poliris.com/c250/6/a/f/2/6af21d80-5d32.jpg,1685,33.7,2.0,50.0
16,location Appartement 2 pièces Paris 16ème,Rue Raffet - Century 21 Auteuil Immobilier vous propose ce bel appartement...,http://3.visuels.poliris.com/c175/3/e/7/5/3e752c7d-2da9.jpg,1380,20.5970149254,2.0,67.0
16,location Appartement 1 pièce Paris 16ème,La Muette-Passy. LOCATION MEUBLÉE. Boulevard Émile Augier. Beau studio de...,http://f.visuels.poliris.com/c175/f/8/1/2/f812167b-abdb.jpg,1080,49.0909090909,1.0,22.0
5,location Appartement 3 pièces Paris 5ème,Location Paris 5ème - Rue Linné - A deux pas du Métro...,http://d.visuels.poliris.com/c175/d/f/3/f/df3fde39-3876.jpg,2630,55.9574468085,3.0,47.0
13,location Appartement 1 pièce Paris 13ème,Location Paris 13ème - A proximité de la Bibliothèque...,http://6.visuels.poliris.com/c175/6/6/6/a/666ac511-3573.jpg,628,20.2580645161,1.0,31.0
16,location Appartement 4 pièces Paris 16ème,"Metro Exelmans, Parent de Rosan, dans résidence de standing,...",http://1.visuels.poliris.com/c175/1/2/b/3/12b31b64-4bd3.jpg,2350,27.3255813953,4.0,86.0
8,location Appartement 1 pièce Paris 8ème,Appartement de 50m² au 6ème étage d'un immeuble Haussmannien avec...,http://b.visuels.poliris.com/c175/b/5/5/d/b55d4109-2ab8.jpg,1600,32.0,1.0,50.0
18,location Appartement 1 pièce Paris 18ème,"18ème arrondissement: rue Christiani Dans une belle résidence moderne,...",http://7.visuels.poliris.com/c175/7/f/c/b/7fcb2dd1-5fcb.jpg,687,15.976744186,1.0,43.0
13,location Appartement 1 pièce Paris 13ème,A deux pas du parc du Montsouris et de la cité universitaire. Agréable...,http://dyn.visuels.poliris.com/logosAgences/std/9/70609.png,950,28.7878787879,1.0,33.0
15,location Appartement 2 pièces Paris 15ème,Paris XVI - Convention - Vaugirard Appartement 2 pièces...,http://b.visuels.poliris.com/c175/b/3/2/5/b3257416-4bd9.jpg,1373,31.2045454545,2.0,44.0
7,location Appartement 1 pièce Paris 7ème,Rue Rousselet. Bel immeuble ancien. Rez-de-chaussée sur jolie cour arborée...,http://5.visuels.poliris.com/c175/5/1/6/0/51607f85-5a9c.jpg,884,34.0,1.0,26.0
15,location Appartement 2 pièces Paris 15ème,"Bel appartement meublé, 1 chambre, de 73 m², au 8ème étage avec ascenseur...",http://4.visuels.poliris.com/c175/4/8/3/9/4839e378-3e57.jpg,2200,30.1369863014,2.0,73.0
13,location Appartement 2 pièces Paris 13ème,"Chauffage et eau chaude collectifs - Quartier Butte aux Cailles, situé au...",http://a.visuels.poliris.com/c175/a/5/5/b/a55b7391-3576.jpg,1100,22.9166666667,2.0,48.0
17,location Appartement 2 pièces Paris 17ème,"Appartement meublé 2 pièces composé d'une entrée avec placards et penderie,...",http://1.visuels.poliris.com/c175/1/e/e/6/1ee652c8-3fcd.jpg,1400,24.5614035088,2.0,57.0
15,location Appartement 4 pièces Paris 15ème,A proximité du métro Volontaires - RUE DE VAUGIRARD. Dans un bel immeuble...,http://c.visuels.poliris.com/c175/c/3/7/c/c37c570c-3875.jpg,1850,25.6944444444,4.0,72.0
17,location Appartement 5 pièces Paris 17ème,"LOCATION VIDE: Dans le quartier de la Plaine Monceau, à...",http://2.visuels.poliris.com/c175/2/0/4/9/20496cc7-5280.jpg,4200,29.1666666667,5.0,144.0
16,location Appartement 4 pièces Paris 16ème,"Rue de la Pompe, appartement meublé de 4 pièces avec...",http://1.visuels.poliris.com/c175/1/3/3/9/1339cd54-415d.jpg,2466,29.0117647059,4.0,85.0
20,location Appartement 2 pièces Paris 20ème,MÉTRO: BUZENVAL - RUE DE LA PLAINE - 2 pièces au 7ème étage avec ascenseur:...,http://0.visuels.poliris.com/c175/0/4/6/d/046d528d-54c4.jpg,1230,26.170212766,2.0,47.0
18,location Appartement 1 pièce Paris 18ème,"Dans un immeuble pierre de taille, L'Étude Finzi, vous propose ce grand...",http://c.visuels.poliris.com/c175/c/6/4/5/c6455411-4804.jpg,670,26.8,1.0,25.0
11,location Appartement 3 pièces Paris 11ème,"Dans un bel immeuble ancien, cet appartement refait neuf, Meublé, au 3ème...",http://9.visuels.poliris.com/c175/9/4/f/4/94f4bd02-7bb5.jpg,1595,31.9,3.0,50.0
18,location Appartement 1 pièce Paris 18ème,Era Montmartre vous propose à la location ce très beau studio refait à...,http://6.visuels.poliris.com/c175/6/e/d/0/6ed07e92-327d.jpg,550,42.3076923077,1.0,13.0
2,location Appartement 1 pièce Paris 2ème,2ème - Rue des Petits Carreaux Studio refait à neuf de 24m²...,http://0.visuels.poliris.com/c175/0/2/4/7/02476bc7-354c.jpg,840,35.0,1.0,24.0
7,location Appartement 5 pièces Paris 7ème,SAXE-SEGUR Dans un immeuble ancien de grand standing de...,http://f.visuels.poliris.com/c175/f/d/4/3/fd43a38e-2c16.jpg,2930,26.3963963964,5.0,111.0
15,location Appartement 2 pièces Paris 15ème,Metro PASTEUR. A proximité de la gare Montparnasse et des...,http://1.visuels.poliris.com/c175/1/e/d/7/1ed71acf-46bc.jpg,1500,23.4375,2.0,64.0
15,location Appartement 2 pièces Paris 15ème,Metro PASTEUR. A proximité de la Gare Montparnasse et de...,http://1.visuels.poliris.com/c175/1/e/d/7/1ed71acf-46bc.jpg,1550,24.21875,2.0,64.0
16,location Appartement 1 pièce Paris 16ème,"LOCATION MEUBLÉE: A proximité de la place de l'Etoile, rue Lauriston, au...",http://3.visuels.poliris.com/c175/3/4/3/d/343d9312-270c.jpg,376,34.1818181818,1.0,11.0
15,location Appartement 2 pièces Paris 15ème,"Dans un quartier très agréable, proche de toutes commodités,...",http://1.visuels.poliris.com/c175/1/b/8/c/1b8ccd75-2534.jpg,560,26.6666666667,2.0,21.0
18,location Appartement 3 pièces Paris 18ème,"Métro ligne 13 - Station Guy Môquet
Joli 3 pièces comprenant une cuisine...",http://dyn.visuels.poliris.com/logosPublications/std/5/239605.png,1350,24.5454545455,3.0,55.0
10,location Appartement 1 pièce Paris 10ème,"Hauteville / Paradis Dans immeuble ancien, au 1er étage sur ravissante...",http://6.visuels.poliris.com/c175/6/5/9/a/659add9b-636a.jpg,795,36.1363636364,1.0,22.0
9,location Appartement 1 pièce Paris 9ème,"MARTYRS Dans bel ancien, studio de 20m² situé au 6ème étage comprenant une...",http://f.visuels.poliris.com/c175/f/d/3/d/fd3dbc6b-43c7.jpg,820,41.0,1.0,20.0
5,location Appartement 2 pièces Paris 5ème,"Val de grâce, à 5 min de la rue Mouffetard, appartement 2...",http://d.visuels.poliris.com/c175/d/6/d/7/d6d71720-3b39.jpg,1400,36.8421052632,2.0,38.0
